기관ID,주소,병원분류명,응급실운영여부(T/F),비고,기관설명상세,간이약도,기관명,대표전화1,응급실전화,평일진료시간,토요일진료시간,일요일진료시간,공휴일진료시간,병원경도,병원위도,진료과
A1105779,"서울특별시 강남구 강남대로 478, 6층 (논현동, 제우빌딩)",의원,F,2.4주 토요일 휴무,"평일18시(토11:00,일12:00,공휴일11:30) 접수마감/수액처치O(주말X)/성인진료O/소아안질환O",제우빌딩 6층,닥터베이직의원,02-3448-0090,02-490-2113,11:00~21:00,10:00~16:00,09:00~15:00,09:00~13:00,127.0246733,37.50510682,피부과
A1119625,"서울특별시 서초구 강남대로65길 1, 8층 (서초동, 효봉빌딩)",의원,F,2.4주 토요일 휴무,"평일18시(토11:00,일12:00,공휴일11:30) 접수마감/수액처치O(주말X)/성인진료O/소아안질환O",제우빌딩 6층,닥터봄의원,02-594-0259,02-490-2113,10:30~19:00,10:30~16:00,09:00~15:00,09:00~13:00,127.0259022,37.50050422,피부과
A1116784,"서울특별시 강남구 봉은사로 211, 그림바우빌딩 4층 (논현동)",의원,F,2.4주 토요일 휴무,미용성형,제우빌딩 6층,닥터봄춘의원,02-565-6163,02-490-2113,10:00~19:00,10:00~16:00,09:00~15:00,09:00~13:00,127.0352019,37.50798034,가정의학과
A1121447,"서울특별시 강남구 강남대로 354, 혜천빌딩 3층 (역삼동)",의원,F,2.4주 토요일 휴무,미용성형,제우빌딩 6층,닥터쁘띠의원,02-6941-0375,02-490-2113,10:30~20:30,10:30~17:00,09:00~15:00,09:00~13:00,127.0297314,37.49465038,가정의학과
A1120552,"서울특별시 강동구 올림픽로 658, 오복빌딩 201호 (천호동)",의원,F,2.4주 토요일 휴무,미용성형,제우빌딩 6층,닥터쁘띠의원,02-6925-1188,02-490-2113,10:30~20:30,10:00~16:00,09:00~15:00,09:00~13:00,127.1244106,37.53996312,가정의학과
A1116979,"서울특별시 노원구 동일로 1396, 중원빌딩 3층 (상계동)",의원,F,2.4주 토요일 휴무,미용성형,노원역 5번 출구 인근,닥터쁘띠의원,02-3392-4285,02-490-2113,10:30~20:30,10:30~17:00,09:00~15:00,09:00~13:00,127.0613115,37.6532421,가정의학과
A1118838,"서울특별시 마포구 양화로 151, 8층 (동교동)",의원,F,평일 14:00-15:00 휴게시간 토요일 13:00-14:00 휴게시간,미용성형,노원역 5번 출구 인근,닥터쁘띠의원,02-3144-7885,02-490-2113,10:30~20:30,10:30~17:00,09:00~15:00,09:00~13:00,126.9223682,37.55626742,가정의학과
A1119383,"서울특별시 강남구 언주로81길 42, 3층 (역삼동)",의원,F,점심시간 14:00~15:00,미용성형,노원역 5번 출구 인근,닥터세비앙의원,02-566-6335,02-490-2113,10:30~20:30,10:30~17:00,09:00~15:00,09:00~13:00,127.040124,37.49955238,피부과
A1120984,"서울특별시 강남구 논현로171길 4, 의섭빌딩 2층 (신사동)",의원,F,"매주 목, 일 정기휴무",미용성형,노원역 5번 출구 인근,닥터소녀로의원,02-512-7500,02-490-2113,10:30~20:00,10:30~16:00,09:00~15:00,09:00~13:00,127.0280287,37.52567058,피부과
A1121487,"서울특별시 강남구 도산대로53길 6, 지우빌딩1층~5층일부 (신사동)",의원,F,"매주 목, 일 정기휴무",미용성형,노원역 5번 출구 인근,닥터손유나의원,02-3443-1117,02-490-2113,10:00~19:00,10:00~15:00,09:00~15:00,09:00~13:00,127.0384173,37.52354129,가정의학과
A1119082,"서울특별시 강동구 천호대로 1027, 748동 3층 (천호동, 일동빌딩)",의원,F,점심시간 13:00~14:00,미용성형,천호역 5번 출구,닥터손의원,02-477-8885,02-490-2113,09:00~18:00,09:00~13:00,09:00~15:00,09:00~13:00,127.1263944,37.53810855,내과
A1103995,"서울특별시 마포구 마포대로 68, 304호 (도화동, 마포아크로타워)",의원,F,소아진료(5세이상)/봉합/교정/턱관절/,"점심시간은 오후 1:00~2:00 이며, 공휴일은 대부분 정상진료로 운영되고 있습니다 (설, 추석연휴는 휴무입니다).  항상 최선을 다하여 더욱더 만족스러운 치과 진료가 되도록 노력하겠습니다.",가든호텔옆,뉴욕산부인과의원,02-716-7122,02-490-2113,09:30~18:30,09:30~13:30,10:00~13:00,10:00~13:00,126.9491281,37.54141289,가정의학과
A1122165,"서울특별시 구로구 디지털로 300, 지밸리비즈플라자 B1층 13호 (구로동)",의원,F,점심시간 13:00~14:00,미용성형,천호역 5번 출구,닥터수의원,02-6344-3988,02-490-2113,09:00~19:00,09:30~16:00,09:00~15:00,09:00~13:00,126.896538,37.48492704,내과
A1120485,"서울특별시 강남구 논현로175길 39, 4층 (신사동)",의원,F,점심시간 13:00~14:00,미용성형,천호역 5번 출구,닥터스랜드의원,02-6080-8864,02-490-2113,09:30~21:00,09:30~14:00,09:00~15:00,09:00~13:00,127.0256346,37.52492149,가정의학과
A1105638,"서울특별시 송파구 동남로 217, 2층 (가락동, 동희빌딩)",의원,F,점심시간 13:00~14:00,미용성형,개롱역4번출구/,닥터스마일의원,02-403-0651,02-490-2113,09:30~18:00,09:30~13:00,09:00~15:00,09:00~13:00,127.1317392,37.4967647,내과
A1105168,서울특별시 광진구 능동로51길 44 (중곡동),의원,F,점심시간 13:00~14:00,미용성형,개롱역4번출구/,닥터스마일의원,02-467-3650,02-490-2113,09:00~19:00,09:00~13:00,09:30~13:00,09:30~13:00,127.0818094,37.56659056,"내과,안과,이비인후과,정형외과,피부과"
A1120706,"서울특별시 강남구 강남대로 416, 창림빌딩 3층 (역삼동)",의원,F,점심시간 13:00~14:00,미용성형,성원상떼빌 102동 210호,닥터스키니의원,02-561-7575,02-490-2113,10:00~19:00,10:00~15:00,09:30~13:00,09:30~13:00,127.0271595,37.49979754,가정의학과
A1121848,"서울특별시 송파구 백제고분로 364, 대신빌딩 5층 (석촌동)",의원,F,점심시간 13:00~14:00,미용성형,성원상떼빌 102동 210호,닥터스피부과의원,02-420-7702,02-490-2113,10:00~20:00,09:30~15:00,09:30~13:00,09:30~13:00,127.1068467,37.50459129,가정의학과
A1120917,"서울특별시 강남구 도산대로 107, 10층 (신사동)",의원,F,점심시간 13:00~14:00,미용성형,성원상떼빌 102동 210호,닥터스피부과의원,1670-1637,02-490-2113,10:00~19:30,10:00~16:00,09:30~13:00,09:30~13:00,127.0201073,37.51678109,가정의학과
A1122958,"서울특별시 강동구 고덕로 266, 고덕역 대명벨리온 4층 411-416,418,419호 (명일동)",의원,F,토요일 점심시간 없이 진료,미용성형,성원상떼빌 102동 210호,닥터스피부과의원,02-6959-1255,02-490-2113,09:30~19:30,09:30~15:30,09:30~13:00,09:30~13:00,127.1551146,37.55469368,가정의학과
A1100942,"서울특별시 구로구 경인로67길 23, 305-1,2호 (신도림동, 신도림2차푸르지오)",의원,F,평일 13:00-14:00 휴게시간,미용성형,"신도림역 1번 출구 푸르지오 2차 상가 305-1,2호/",닥터스피부과의원,02-2634-9090,02-490-2113,10:00~20:00,09:30~15:00,09:30~13:00,09:30~13:00,126.8894531,37.51049607,가정의학과
A1103840,"서울특별시 광진구 천호대로 548, 3층 301호 (군자동)",의원,F,점심시간 13:00~14:00,점심시간 13~14시,"군자역 7,8번출구",늘좋은내과의원,02-462-7832,02-490-2113,08:00~18:00,08:00~14:00,09:00~17:00,09:00~13:00,127.0789377,37.55691942,내과
A1119033,"서울특별시 마포구 마포대로 127, 2층 201호 (공덕동, 풍림브이아이피텔)",의원,F,평일 13:00-14:00,미용성형,공덕역 3번 출구,닥터스피부과의원,02-702-3033,02-490-2113,10:00~20:00,10:00~15:00,09:30~13:00,09:30~13:00,126.9521426,37.54619621,가정의학과
A1118087,"서울특별시 광진구 동일로 74, 지하1, 1층 (자양동)",의원,F,평일 13:00-14:00,미용성형,공덕역 3번 출구,닥터신베스트의원,02-911-3990,02-490-2113,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,127.0626709,37.5392732,가정의학과
A1121394,"서울특별시 강서구 강서로 385, 우성에스비타워 9,11층 (마곡동)",의원,F,평일 13:00-14:00,미용성형,학동역 1번출구 강남빌딩,닥터에버스의원,02-3663-2010,02-490-2113,10:00~20:30,09:30~16:00,10:00~20:00,10:00~20:00,126.838306,37.56009309,가정의학과
A1121567,"서울특별시 관악구 관악로 164, 305,306호 (봉천동, 대우디오슈페리움1단지)",의원,F,평일 13:00-14:00 휴게시간,미용성형,학동역 1번출구 강남빌딩,닥터에버스의원,02-876-2010,02-490-2113,10:30~20:00,10:30~16:00,10:00~20:00,10:00~20:00,126.952877,37.47973844,가정의학과
A1122794,"서울특별시 노원구 노해로 492, 프린스빌딩 9층 901,902,903호 (상계동)",의원,F,점심시간 13:00 ~ 14:00,미용성형,학동역 1번출구 강남빌딩,닥터에버스의원,02-932-2010,02-490-2113,10:30~20:30,09:30~16:00,10:00~20:00,10:00~20:00,127.0626778,37.65445483,가정의학과
A1121537,"서울특별시 관악구 난곡로 327-1, 2~4층 (신림동)",의원,F,토요일 13:00-14:00 휴게시간,"<야간진료> 수- 정형외과  목- 내과, 이비인후과  월,화,금- 피부과",학동역 1번출구 강남빌딩,닥터엠의원,02-830-2020,02-490-2113,10:00~19:00,10:00~16:00,10:00~20:00,10:00~20:00,126.9139625,37.48329172,가정의학과
A1121826,"서울특별시 송파구 마천로 29, 6층 (방이동)",의원,F,토요일 13:00-14:00 휴게시간,"<야간진료> 수- 정형외과  목- 내과, 이비인후과  월,화,금- 피부과",학동역 1번출구 강남빌딩,닥터예스팀산부인과의원,02-423-6614,02-490-2113,10:00~18:30,10:00~13:00,10:00~20:00,10:00~20:00,127.1242436,37.50953124,피부과
A1100584,"서울특별시 강남구 선릉로 660, 208호 (삼성동,브라운스톤레전드)",의원,F,평일 13:00-14:00 점심시간 평일 09:30-18:30 동절기 주말 09:30-14:30 동절기,"<야간진료> 수- 정형외과  목- 내과, 이비인후과  월,화,금- 피부과",강남구보건소 옆 브라운스톤레전드,닥터웰니스의원,02-3447-3101,02-490-2113,10:00~19:00,10:00~16:00,10:00~20:00,10:00~20:00,127.0423314,37.51554986,내과
A1118601,"서울특별시 서초구 강남대로 621, 4층 (잠원동, K타워)",의원,F,"매주 토,일 정기휴무","<야간진료> 수- 정형외과  목- 내과, 이비인후과  월,화,금- 피부과",강남구보건소 옆 브라운스톤레전드,닥터유(U)와함께의원,02-540-7787,02-490-2113,08:00~17:00,10:00~16:00,10:00~20:00,10:00~20:00,127.0187907,37.5171309,가정의학과
A1118757,"서울특별시 강남구 영동대로 416, 케이티앤지 타워 지하1층일부 (대치동)",의원,F,토요일진료는 예약제로 운영,"<야간진료> 수- 정형외과  목- 내과, 이비인후과  월,화,금- 피부과",삼성역 2번 출구 100m,닥터유내과의원,02-3484-7575,02-490-2113,09:00~18:00,09:00~13:00,10:00~20:00,10:00~20:00,127.0653263,37.50658339,내과
A1107072,"서울특별시 구로구 경인로67길 23, 306호 (신도림동, 신도림2차푸르지오)",의원,F,토요일진료는 예약제로 운영,"<야간진료> 수- 정형외과  목- 내과, 이비인후과  월,화,금- 피부과",푸르지오 2차 306호,닥터유비뇨기과의원,02-2637-7560,02-490-2113,10:00~19:00,10:00~14:00,10:00~20:00,10:00~20:00,126.8892333,37.51070856,피부과
A1103137,"서울특별시 강서구 강서로 380, 세민빌딩 4,5층 (등촌동)",의원,F,인공신장실-06:30~16:00(월수금)/06:30~12:00(화목),점심시간 13~14시,발산역 3번 출구,늘푸른내과의원,02-3661-7533,02-490-2113,09:30~16:00,09:30~14:00,09:00~17:00,09:00~13:00,126.8388733,37.55947037,가정의학과
A1117628,서울특별시 용산구 이촌로 200 (이촌동),의원,F,점심시간: 13:30~14:30,"<야간진료> 수- 정형외과  목- 내과, 이비인후과  월,화,금- 피부과",푸르지오 2차 306호,닥터유이비인후과의원,02-6271-2525,02-490-2113,10:00~18:00,10:00~14:00,10:00~20:00,10:00~20:00,126.9693441,37.52095227,"내과,안과,이비인후과,정형외과,피부과"
A1117386,"서울특별시 강남구 학동로20길 55, 해림빌딩 4층 404,406호 (논현동)",의원,F,점심시간13:00~14:00,"<야간진료> 수- 정형외과  목- 내과, 이비인후과  월,화,금- 피부과",7호선 학동역 10번출구,닥터윤뷰티플의원,02-546-0300,02-490-2113,10:00~21:00,10:00~16:00,10:00~17:00,10:00~20:00,127.0271994,37.51007981,가정의학과
A1117758,"서울특별시 마포구 동교로 207, 3층 (동교동)",의원,F,점심시간: 13:00~14:00,"<야간진료> 수- 정형외과  목- 내과, 이비인후과  월,화,금- 피부과",7호선 학동역 10번출구,닥터윤이비인후과의원,02-335-3365,02-490-2113,09:00~19:00,09:00~16:00,10:00~17:00,10:00~20:00,126.92322,37.55859669,이비인후과
A1120222,"서울특별시 용산구 한강대로 69, 3층 314~316호 (한강로2가, 용산푸르지오써밋)",의원,F,점심시간: 13:00~14:00,"<야간진료> 수- 정형외과  목- 내과, 이비인후과  월,화,금- 피부과",7호선 학동역 10번출구,닥터윤프로마취통증의학과의원,02-790-8846,02-490-2113,10:00~20:00,10:00~14:00,10:00~17:00,10:00~20:00,126.9648934,37.52704181,정형외과
A1122729,"서울특별시 강남구 선릉로 830, 공신진흥빌딩 2층 (청담동)",의원,F,점심시간 13:00~14:00,"20년이상의 경력의 피부과전문의의 노하우 레이저 광포화기법을 바탕으로 한 기미 색소치료전문 피부과 독립된 시술공간, 상담부터 시술까지 1인1실 시스템으로 진료 세심한 병변에 진단후 피부상태에 맞춘 최적의 레이저를 선택하여 치료합니다.",7호선 학동역 10번출구,닥터이레이저피부과의원,02-6959-7880,02-490-2113,10:30~20:00,10:30~17:00,10:00~17:00,10:00~20:00,127.0404421,37.52601143,가정의학과
A1101694,"서울특별시 은평구 진관2로 57-7, 253-B104호 (진관동, 은평뉴타운두산위브아파트)",의원,F,점심시간 13:00~14:00,"20년이상의 경력의 피부과전문의의 노하우 레이저 광포화기법을 바탕으로 한 기미 색소치료전문 피부과 독립된 시술공간, 상담부터 시술까지 1인1실 시스템으로 진료 세심한 병변에 진단후 피부상태에 맞춘 최적의 레이저를 선택하여 치료합니다.",은평뉴타운 두산위브(아)253동 B104호,닥터정이비인후과의원,02-358-5155,02-490-2113,09:00~18:30,09:00~16:00,09:30~14:00,10:00~20:00,126.9231444,37.63430873,내과
A1101128,"서울특별시 관악구 신림로 340, 8층 (신림동)",의원,F,점심시간13:00~14:00,"20년이상의 경력의 피부과전문의의 노하우 레이저 광포화기법을 바탕으로 한 기미 색소치료전문 피부과 독립된 시술공간, 상담부터 시술까지 1인1실 시스템으로 진료 세심한 병변에 진단후 피부상태에 맞춘 최적의 레이저를 선택하여 치료합니다.",신림역 7번 출구,닥터제이미의원,02-889-2525,02-490-2113,11:00~20:30,11:00~16:00,09:30~14:00,10:00~20:00,126.9300977,37.484762,피부과
A1123678,"서울특별시 동대문구 천호대로 267, DANA 3층 (답십리동)",의원,F,점심시간13:00~14:00,"20년이상의 경력의 피부과전문의의 노하우 레이저 광포화기법을 바탕으로 한 기미 색소치료전문 피부과 독립된 시술공간, 상담부터 시술까지 1인1실 시스템으로 진료 세심한 병변에 진단후 피부상태에 맞춘 최적의 레이저를 선택하여 치료합니다.",신림역 7번 출구,닥터존정형외과의원,02-2215-2322,02-490-2113,09:00~19:00,09:00~13:00,09:30~14:00,10:00~20:00,127.0515596,37.56816195,가정의학과
A1119416,"서울특별시 서초구 강남대로 621, 2층 (잠원동, K TOWER)",의원,F,오전-수술/오후-진료(전화문의),"20년이상의 경력의 피부과전문의의 노하우 레이저 광포화기법을 바탕으로 한 기미 색소치료전문 피부과 독립된 시술공간, 상담부터 시술까지 1인1실 시스템으로 진료 세심한 병변에 진단후 피부상태에 맞춘 최적의 레이저를 선택하여 치료합니다.",신사역 5번 출구,닥터진이비인후과의원,02-2088-8585,02-490-2113,09:00~18:00,09:00~12:00,09:30~14:00,10:00~20:00,127.0187907,37.5171309,이비인후과
A1119981,"서울특별시 동작구 사당로 300, 212호 (사당동, 이수자이)",의원,F,2.4주 토요일 휴무,미용성형,제우빌딩 6층,닥터봉의원,02-533-6001,02-490-2113,10:30~19:30,10:30~16:00,09:00~15:00,09:00~13:00,126.9826191,37.48608966,피부과
A1120530,"서울특별시 마포구 월드컵북로 402, 케이지아이티센터 2층 211,213호 (상암동)",의원,F,평일 13:00-14:00 휴게시간,"소아청소년클리닉(주의력문제, ADHD, 학습장애, 틱, 인터넷중독, 언어.발달장애치료, ABA, 감각통합, 청소년 스트레스 전문치료) 성인클리닉(공황, 불안, 우울, 강박, 인터넷중독문제, 심리치료, 가족치료, 정신분석)",구로디지털단지 입구 교차로 인근,닥터척척의원,02-6393-5771,02-490-2113,10:00~19:30,10:00~14:00,09:30~14:00,10:00~20:00,126.8889811,37.58010685,가정의학과
A1107103,"서울특별시 강남구 강남대로 616 (신사동, 신사미타워, 6층(602호, 603호), 13층(1301호))",의원,F,점심시간 13:00~14:00,"소아청소년클리닉(주의력문제, ADHD, 학습장애, 틱, 인터넷중독, 언어.발달장애치료, ABA, 감각통합, 청소년 스트레스 전문치료) 성인클리닉(공황, 불안, 우울, 강박, 인터넷중독문제, 심리치료, 가족치료, 정신분석)",신사역 6번 출구 신사미타워 6층,닥터크리미의원,02-544-0035,02-490-2113,09:00~18:00,09:00~15:00,09:30~14:00,10:00~20:00,127.0197997,37.51685683,가정의학과
